,Calidad,Costo
423,0.084,34.7144
424,0.086,25.152
425,0.055,25.403599999999997
426,0.081,29.520799999999998
427,0.076,28.79
428,0.086,29.907200000000003
429,0.062,29.414
430,0.051,29.7484
431,0.083,25.824399999999997
432,0.092,25.4692
433,0.068,26.938
434,0.083,23.723999999999997
435,0.078,24.6204
436,0.1,25.0824
437,0.061,24.8756
438,0.046,24.41
439,0.069,24.6652
440,0.061,25.372
441,0.092,25.6892
442,0.071,25.840799999999998
443,0.08199999999999999,26.6856
444,0.06,21.9372
445,0.059000000000000004,24.9272
446,0.065,24.882400000000004
447,0.053,25.9788
448,0.07200000000000001,24.782400000000003
449,0.066,24.971999999999998
450,0.052000000000000005,24.3308
451,0.048,24.7928
452,0.065,25.9512
453,0.04,24.6204
454,0.053,25.761599999999998
455,0.040999999999999995,26.5856
456,0.05,27.1856
457,0.07,26.4132
458,0.065,23.8544
459,0.057999999999999996,26.023599999999995
460,0.057999999999999996,26.313200000000002
461,0.3,23.426799999999997
462,0.078,24.036800000000003
463,0.047,23.9644
464,0.086,24.7608
465,0.04,23.9644
466,0.051,21.4304
467,0.048,22.2992
468,0.084,22.0096
469,0.064,22.6612
470,0.07200000000000001,25.389599999999998
471,0.068,30.0824
472,0.105,29.1756
473,0.092,28.089599999999997
474,0.076,26.196799999999996
475,0.10099999999999999,28.1896
476,0.066,28.162
477,0.11800000000000001,29.720399999999998
478,0.085,29.8756
479,0.115,30.848
480,0.068,32.0032
481,0.081,31.058400000000002
482,0.06,25.423599999999997
483,0.057,31.9028
484,0.066,30.599599999999995
485,0.059000000000000004,31.8204
486,0.062,31.1896
487,0.066,30.6276
488,0.068,30.7276
489,0.064,30.772399999999998
490,0.086,31.848
491,0.126,31.7584
492,0.138,31.613599999999998
493,0.166,30.9172
494,0.067,22.4544
495,0.067,22.7336
496,0.11199999999999999,29.7928
497,0.126,29.9548
498,0.133,24.2992
499,0.092,29.9204
500,0.055999999999999994,29.058400000000002
501,0.062,27.738
502,0.043,25.279200000000003
503,0.059000000000000004,24.962
504,0.043,22.630399999999998
505,0.061,27.706400000000002
506,0.064,27.0548
507,0.062,26.647999999999996
508,0.07,27.1824
509,0.063,27.2032
510,0.073,28.1064
511,0.109,28.1132
512,0.128,28.799599999999998
513,0.052000000000000005,26.668799999999997
514,0.046,26.9032
515,0.043,25.038
516,0.04,24.7312
517,0.05,23.3452
518,0.044000000000000004,23.7348
519,0.053,25.220799999999997
520,0.08199999999999999,20.199599999999997
521,0.096,22.5888
522,0.066,28.3444
523,0.084,28.4892
524,0.11699999999999999,27.7032
525,0.128,26.0612
526,0.124,27.2444
527,0.099,27.834
528,0.043,26.2344
529,0.053,26.072400000000002
530,0.066,24.0108
531,0.062,23.955599999999997
532,0.063,23.604
533,0.052000000000000005,23.2624
534,0.044000000000000004,24.6072
535,0.043,26.561999999999998
536,0.068,25.9584
537,0.07,29.3376
538,0.057999999999999996,26.299599999999998
539,0.078,21.137999999999998
540,0.06,20.082400000000003
541,0.13,21.4304
542,0.065,22.1544
543,0.08800000000000001,30.0344
544,0.106,31.061999999999998
545,0.10400000000000001,29.4756
546,0.106,28.986
547,0.138,27.706400000000002
548,0.20600000000000002,27.937599999999996
549,0.124,27.892799999999998
550,0.142,27.6756
551,0.14800000000000002,25.6652
552,0.11800000000000001,25.4892
553,0.085,26.0272
554,0.061,23.499599999999997
555,0.057,20.272
556,0.062,22.892799999999998
557,0.07400000000000001,22.9548
558,0.073,23.199599999999997
559,0.198,23.634
560,0.233,24.313200000000002
561,0.054000000000000006,24.558400000000002
562,0.048,21.9512
563,0.051,24.937599999999996
564,0.07,15.402
565,0.045,9.222399999999999
566,0.04,8.108799999999999
567,0.044000000000000004,16.8572
568,0.04,20.7744
569,0.096,26.0652
570,0.04,31.112800000000004
571,0.042,33.806
572,0.042,32.6476
573,0.043,34.4576
574,0.043,31.398400000000002
575,0.067,31.688000000000002
576,0.051,32.3848
577,0.061,27.8236
578,0.066,30.471999999999998
579,0.083,30.813200000000002
580,0.071,29.9168
581,0.084,26.6684
582,0.109,29.512800000000002
583,0.091,29.8748
584,0.106,30.9608
585,0.071,32.0916
586,0.048,29.33
587,0.055999999999999994,28.8888
588,0.07200000000000001,30.4336
589,0.092,29.968
590,0.133,30.123199999999997
591,0.07400000000000001,27.7408
592,0.07200000000000001,26.8236
593,0.083,29.095599999999997
594,0.066,31.7476
595,0.111,30.3168
596,0.08900000000000001,30.9788
597,0.085,29.937599999999996
598,0.076,18.9952
599,0.077,31.3652
600,0.054000000000000006,32.0204
601,0.141,32.544399999999996
602,0.128,32.065200000000004
603,0.07400000000000001,35.979200000000006
604,0.085,34.8792
605,0.134,34.8
606,0.223,34.7448
607,0.121,35.4
608,0.081,35.91
609,0.077,34.193200000000004
610,0.085,35.558400000000006
611,0.071,31.958
612,0.085,31.195999999999998
613,0.122,32.382400000000004
614,0.105,34.8792
615,0.10800000000000001,36.6824
616,0.062,34.806799999999996
617,0.085,35.351600000000005
618,0.085,35.5928
619,0.223,22.939999999999998
620,0.07,23.3848
621,0.10300000000000001,20.3444
622,0.098,36.979200000000006
623,0.045,19.4756
624,0.055,36.5172
625,0.168,25.071199999999997
626,0.191,36.4688
627,0.043,34.288799999999995
628,0.062,32.016799999999996
629,0.081,33.6476
630,0.084,34.4308
631,0.051,30.912800000000004
632,0.049,25.6888
633,0.046,24.6024
634,0.045,24.036800000000003
635,0.081,21.4304
636,0.09300000000000001,28.968799999999998
637,0.098,33.3972
638,0.069,35.3176
639,0.061,27.3296
640,0.051,33.3456
641,0.043,23.1296
642,0.044000000000000004,32.3072
643,0.083,35.09
644,0.043,36.3932
645,0.048,24.186799999999998
646,0.055,34.9384
647,0.043,33.5696
648,0.09,29.031599999999997
649,0.125,34.8212
650,0.133,36.262
651,0.235,35.4208
652,0.1,33.5896
653,0.094,34.4204
654,0.10800000000000001,33.4516
655,0.154,34.1752
656,0.10400000000000001,35.065599999999996
657,0.075,35.6448
658,0.053,34.1796
659,0.044000000000000004,33.476
660,0.071,33.186400000000006
661,0.085,31.3376
662,0.095,32.4756
663,0.077,33.9588
664,0.062,34.662
665,0.078,35.5828
666,0.068,35.876
667,0.079,38.3444
668,0.10800000000000001,37.955200000000005
669,0.153,37.8208
670,0.064,35.403999999999996
671,0.075,32.6032
672,0.07200000000000001,30.634
673,0.065,29.5308
674,0.126,29.727199999999996
675,0.08199999999999999,30.9064
676,0.10400000000000001,33.1064
677,0.121,33.4856
678,0.135,34.5064
679,0.128,29.2136
680,0.11800000000000001,36.2208
681,0.158,34.7104
682,0.12300000000000001,32.941599999999994
683,0.096,35.885999999999996
684,0.096,35.6584
685,0.083,36.2928
686,0.068,35.544399999999996
687,0.094,35.5756
688,0.12300000000000001,34.548
689,0.09300000000000001,35.224
690,0.11199999999999999,36.5308
691,0.107,37.1588
692,0.10099999999999999,33.4996
693,0.10800000000000001,24.6576
694,0.07200000000000001,23.747199999999996
695,0.055,24.253999999999998
696,0.047,34.6412
697,0.077,35.4516
698,0.078,36.4032
699,0.105,36.1412
700,0.115,36.9376
701,0.063,32.92359999999999
702,0.071,25.964799999999997
703,0.059000000000000004,34.6828
704,0.075,37.510000000000005
705,0.106,35.9
706,0.07,35.065599999999996
707,0.063,34.7588
708,0.091,36.544799999999995
709,0.066,36.938
710,0.062,37.6104
711,0.049,36.2588
712,0.046,36.624399999999994
713,0.063,36.083200000000005
714,0.102,35.104
715,0.066,35.2316
716,0.081,30.4728
717,0.134,29.489599999999996
718,0.113,31.6276
719,0.126,27.589199999999998
720,0.106,22.950799999999997
721,0.083,30.4444
722,0.066,28.2796
723,0.068,32.3104
724,0.091,30.772799999999997
725,0.086,33.0936
726,0.106,31.886400000000002
727,0.09300000000000001,31.041999999999998
728,0.07400000000000001,33.3036
729,0.11900000000000001,35.559200000000004
730,0.1,35.2868
731,0.091,36.9144
732,0.087,37.1352
733,0.106,38.2076
734,0.08800000000000001,28.0276
735,0.055,34.4904
736,0.055,26.941599999999998
737,0.057999999999999996,27.403599999999997
738,0.049,26.407200000000003
739,0.07400000000000001,24.462
740,0.057999999999999996,26.7416
741,0.078,31.104
742,0.066,26.509999999999998
743,0.131,24.1408
744,0.1,21.358
745,0.07,29.720399999999998
746,0.09300000000000001,23.423199999999998
747,0.055,33.8348
748,0.08900000000000001,30.2828
749,0.083,33.2936
750,0.09300000000000001,30.642
751,0.091,32.4244
752,0.096,31.4452
753,0.12300000000000001,29.058400000000002
754,0.10400000000000001,20.923599999999997
755,0.051,26.0548
756,0.046,27.11
757,0.062,30.0104
758,0.07400000000000001,31.2276
759,0.08,33.29
760,0.073,34.0312
761,0.096,33.1764
762,0.092,34.9796
763,0.12300000000000001,26.7688
764,0.085,30.813599999999997
765,0.065,29.9028
766,0.07,32.362
767,0.091,22.3992
768,0.061,25.3588
769,0.068,34.1036
770,0.08900000000000001,34.2004
771,0.098,30.4168
772,0.085,30.489599999999996
773,0.069,29.927599999999998
774,0.091,30.671999999999997
775,0.092,29.6828
776,0.061,28.8692
777,0.102,26.7788
778,0.126,24.554
779,0.13,25.4648
780,0.114,33.965199999999996
781,0.057999999999999996,30.520400000000002
782,0.04,30.8172
783,0.053,32.6276
784,0.068,31.2004
785,0.08199999999999999,33.614000000000004
786,0.10099999999999999,36.6036
787,0.077,35.989999999999995
788,0.126,36.638400000000004
789,0.11599999999999999,33.3588
790,0.086,31.589599999999997
791,0.066,34.9308
792,0.096,32.8588
793,0.131,37.0484
794,0.086,23.3612
795,0.092,34.2104
796,0.096,32.362
797,0.081,36.251599999999996
798,0.136,27.6064
799,0.095,32.6892
800,0.092,27.2608
801,0.095,21.358
802,0.094,32.479200000000006
803,0.062,32.6068
804,0.086,30.652
805,0.126,32.0724
806,0.12,31.8964
807,0.205,31.613599999999998
808,0.151,30.491999999999997
809,0.08199999999999999,30.447199999999995
810,0.07,28.651600000000002
811,0.063,31.023599999999995
812,0.09300000000000001,30.676
813,0.066,25.051199999999998
814,0.09300000000000001,30.520799999999998
815,0.062,32.862
816,0.077,33.666
817,0.051,29.1312
818,0.06,34.5936
819,0.113,30.023999999999997
820,0.106,28.871599999999997
821,0.08199999999999999,26.758000000000003
822,0.068,29.310000000000002
823,0.055999999999999994,34.099599999999995
824,0.062,35.2792
825,0.075,32.6552
826,0.07200000000000001,37.728
827,0.096,20.996
828,0.055,26.7788
829,0.055999999999999994,33.962
830,0.04,32.6688
831,0.062,32.562
832,0.066,29.772399999999998
833,0.061,32.7208
834,0.16,33.314
835,0.11800000000000001,34.6208
836,0.083,33.086
837,0.10400000000000001,27.858400000000003
838,0.139,33.476
839,0.09699999999999999,32.727199999999996
840,0.085,37.314
841,0.109,37.9864
842,0.081,32.8968
843,0.061,37.1452
844,0.065,36.534800000000004
845,0.062,36.3936
846,0.08199999999999999,37.3488
847,0.10400000000000001,34.352000000000004
848,0.113,28.7832
849,0.124,34.989999999999995
850,0.098,27.979200000000002
851,0.062,34.9624
852,0.066,32.1588
853,0.059000000000000004,36.5072
854,0.064,27.4212
855,0.061,28.1452
856,0.091,27.3172
857,0.11699999999999999,34.1584
858,0.085,33.8172
859,0.098,32.428
860,0.11199999999999999,24.651600000000002
861,0.063,25.438
862,0.043,30.272799999999997
863,0.061,33.193599999999996
864,0.078,33.9452
865,0.048,31.5932
866,0.055,31.6864
867,0.077,32.1796
868,0.13,33.4796
869,0.115,33.4104
870,0.08900000000000001,35.214
871,0.08800000000000001,36.2864
872,0.057999999999999996,35.910799999999995
873,0.062,35.91759999999999
874,0.055,37.696799999999996
875,0.057999999999999996,28.168799999999997
876,0.076,29.0172
877,0.062,35.800399999999996
878,0.066,37.1588
879,0.096,37.2004
880,0.09300000000000001,38.172799999999995
881,0.05,33.7388
882,0.04,35.67
883,0.098,9.411999999999999
884,0.051,20.4168
885,0.076,23.2404
886,0.055,29.7892
887,0.078,27.199599999999997
888,0.055999999999999994,24.0216
889,0.052000000000000005,19.982400000000002
890,0.28800000000000003,26.0108
891,0.057999999999999996,24.0624
892,0.057999999999999996,30.4936
893,0.067,32.6348
894,0.171,34.7208
895,0.19399999999999998,34.8968
896,0.065,24.516799999999996
897,0.04,22.1652
898,0.04,31.927999999999997
899,0.066,31.866
900,0.066,32.489999999999995
901,0.10300000000000001,33.5416
902,0.174,33.4588
903,0.11599999999999999,33.7932
904,0.10800000000000001,34.065599999999996
905,0.076,34.1312
906,0.08,35.2692
907,0.14800000000000002,37.5312
908,0.08199999999999999,33.2756
909,0.043,26.6352
910,0.043,25.0068
911,0.048,33.593199999999996
912,0.051,32.4448
913,0.055,31.2932
914,0.04,33.352000000000004
915,0.064,32.876400000000004
916,0.057999999999999996,32.5936
917,0.051,32.4796
918,0.054000000000000006,31.9728
919,0.067,32.866
920,0.141,32.3416
921,0.045,32.4832
922,0.081,31.772799999999997
923,0.08900000000000001,31.534799999999997
924,0.08800000000000001,31.476
925,0.218,31.7344
926,0.092,29.095999999999997
927,0.051,33.2792
928,0.057,32.0684
929,0.066,30.6824
930,0.071,32.306400000000004
931,0.07400000000000001,33.3412
932,0.076,32.8548
933,0.12300000000000001,28.6616
934,0.152,34.034
935,0.066,33.1512
936,0.059000000000000004,34.748
937,0.078,33.8964
938,0.096,33.7792
939,0.124,33.6344
940,0.133,34.2412
941,0.138,33.7068
942,0.04,32.9964
943,0.066,34.2652
944,0.059000000000000004,33.1272
945,0.061,34.9444
946,0.073,35.2584
947,0.11900000000000001,36.0548
948,0.08900000000000001,32.834
949,0.049,34.9548
950,0.085,35.1272
951,0.045,34.837599999999995
952,0.040999999999999995,35.1308
953,0.076,36.430800000000005
954,0.095,33.416799999999995
955,0.061,33.5892
956,0.064,30.1824
957,0.057999999999999996,29.502799999999997
958,0.08900000000000001,23.6748
959,0.12,32.896
960,0.066,35.2168
961,0.136,34.7824
962,0.10800000000000001,35.01
963,0.122,36.3
964,0.07400000000000001,34.138
965,0.243,35.6656
966,0.10400000000000001,32.861599999999996
967,0.043,32.5788
968,0.076,34.1376
969,0.064,31.0888
970,0.057,35.0376
971,0.054000000000000006,33.2444
972,0.109,33.0548
973,0.096,30.8444
974,0.077,34.81
975,0.091,32.703199999999995
976,0.043,33.724
977,0.043,35.4964
978,0.067,35.1964
979,0.091,35.824
980,0.28300000000000003,37.224
981,0.298,24.0788
982,0.20600000000000002,24.9964
983,0.114,23.6484
984,0.040999999999999995,29.7516
985,0.043,31.275999999999996
986,0.044000000000000004,29.9552
987,0.055999999999999994,33.8832
988,0.055,36.2728
989,0.122,32.7728
990,0.203,36.2348
991,0.09699999999999999,29.565599999999996
992,0.053,34.7448
993,0.066,35.3036
994,0.07,32.013999999999996
995,0.054000000000000006,34.352000000000004
996,0.054000000000000006,34.352000000000004
997,0.07,38.275999999999996
998,0.063,40.2588
999,0.318,41.1344
1000,0.081,32.5792
1001,0.078,36.7136
1002,0.09300000000000001,38.9
1003,0.142,39.479200000000006
1004,0.196,38.1172
1005,0.083,39.1792
1006,0.055,39.5276
1007,0.08800000000000001,34.796
1008,0.081,33.0372
1009,0.138,33.706
1010,0.099,37.258
1011,0.066,34.686
1012,0.052000000000000005,38.4584
1013,0.098,39.7584
1014,0.075,38.44799999999999
1015,0.099,39.3896
1016,0.07200000000000001,40.324
1017,0.126,36.4136
1018,0.1,35.4268
1019,0.111,37.5276
1020,0.055,36.234
1021,0.042,38.8236
1022,0.07,34.8408
1023,0.098,35.6616
1024,0.09300000000000001,34.50279999999999
1025,0.255,30.7096
1026,0.106,31.91
1027,0.049,32.7928
1028,0.061,39.5004
1029,0.051,38.6792
1030,0.055,37.638
1031,0.08199999999999999,39.751599999999996
1032,0.244,38.152
1033,0.26,39.3656
1034,0.19399999999999998,30.9452
1035,0.04,37.4796
1036,0.068,36.568799999999996
1037,0.106,40.238
1038,0.139,39.7756
1039,0.08900000000000001,32.7856
1040,0.085,38.8964
1041,0.083,36.334
1042,0.069,35.117599999999996
1043,0.081,39.123999999999995
1044,0.083,32.7512
1045,0.077,32.4308
1046,0.067,34.3168
1047,0.062,38.5964
1048,0.057999999999999996,38.5516
1049,0.094,38.924
1050,0.078,39.3588
1051,0.092,34.8964
1052,0.077,37.1548
1053,0.071,38.4448
1054,0.061,34.6172
1055,0.077,27.558
1056,0.076,31.799599999999998
1057,0.28600000000000003,33.682
1058,0.1,29.254399999999997
1059,0.07400000000000001,32.4892
1060,0.141,34.9516
1061,0.128,26.4372
1062,0.098,35.286
1063,0.096,29.382400000000004
1064,0.057999999999999996,33.544399999999996
1065,0.077,33.837599999999995
1066,0.068,32.906
1067,0.077,30.050799999999995
1068,0.07400000000000001,30.761200000000002
1069,0.08800000000000001,29.806
1070,0.081,30.6024
1071,0.054000000000000006,30.6024
1072,0.063,33.702799999999996
1073,0.081,29.606
1074,0.062,28.5816
1075,0.105,30.2576
1076,0.17600000000000002,30.123199999999997
1077,0.10099999999999999,29.109199999999998
1078,0.098,29.747199999999996
